Тип предложения,Комнаты,Адрес,Серия,Площадь,Отопление,Состояние,Возможность рассрочки,Возможность ипотеки,Возможность обмена,Интернет,Газ,Балкон,Мебель,Пол,Высота потолков,Телефон,Санузел,Входная дверь,Парковка,Ценна доллар,Lat,Lon,Город,Номер этажа,Общий этаж,Домофон,Видеонаблюдение,Охрана,Решетки на окнах,Кодовый замок,Сигнализация,Видеодомофон,Консьерж,Договор купли-продажи,Договор дарения,Технический паспорт,Акт ввода в эксплуатацию,Красная книга,зеленая книга,Материал,Год
агент,1,"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",элитка,41.45,1.0,евроремонт,0.0,0.0,обмен не предлагать,,1.0,1.0,пустая,ламинат,3.0,,совмещенный,бронированная,паркинг,55500,42.8451,74.5654,Бишкек,11,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023
агент,4,"Бишкек, Арча-Бешик ж/м, Актан 64 (пересек) Куюкова",индивид. планировка,84.0,1.0,евроремонт,0.0,0.0,обмен не предлагать,оптика,1.0,1.0,частично меблирована,ламинат,3.0,0.0,совмещенный,бронированная,,89880,42.8364,74.546,Бишкек,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2023
агент,1,"Бишкек, Керемет ж/м",элитка,39.0,1.0,не достроено,1.0,0.0,обмен не предлагать,оптика,1.0,1.0,пустая,,,,совмещенный,бронированная,паркинг,26520,42.8845,74.5382,Бишкек,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2024
агент,3,"Бишкек, Шлагбаум",хрущевка,66.0,1.0,хорошее,0.0,1.0,обмен не предлагать,оптика,1.0,1.0,частично меблирована,ламинат,,,совмещенный,бронированная,,59500,42.8734,74.5579,Бишкек,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,кирпичный,
агент,2,"Бишкек, Восток-5 м-н, 7 апреля/Мамбетова",106 серия,52.0,1.0,хорошее,,,,,,,,,,,,,,69000,42.8703,74.6344,Бишкек,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,
собственник,1,"Бишкек, Ден Сяопина - Фучика, ул. Фучика, 38/2 / ул. Рыскулова",элитка,35.0,1.0,евроремонт,,,,,0.0,0.0,,,2.8,0.0,совмещенный,металлическая,паркинг,43500,42.8813,74.5612,Бишкек,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,
агент,2,"Бишкек, Кок-Жар ж/м, ж/м Кок-Жар, ул. Куйручук 20/7",элитка,71.0,1.0,евроремонт,,,,,,,,,3.0,,,,,86000,42.8439,74.6435,Бишкек,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2021
агент,3,"Бишкек, Московская - Белинка",элитка,146.0,,евроремонт,,,,,,,,,,,,,,255000,42.8675,74.5897,Бишкек,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2012
собственник,1,"Бишкек, АЮ Grand, ул.Анкар  1/19",элитка,43.0,1.0,евроремонт,,,,,,,,ламинат,,,,бронированная,паркинг,49500,42.8565,74.672,Бишкек,13,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,кирпичный,
агент,1,"Бишкек, Асанбай м-н",элитка,46.0,1.0,евроремонт,,,,,,,,,,,,,,63000,42.8177,74.6251,Бишкек,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,
собственник,3,"Бишкек, Филармония, Абдумомунова 288/Манаса",элитка,106.0,1.0,хорошее,,,,,1.0,,частично меблирована,ламинат,,,,бронированная,паркинг,163000,42.88,74.5898,Бишкек,6,10,1,1,1,1,1,0,0,0,1,0,1,0,1,0,кирпичный,2014
агент,3,"Бишкек, Эне-Сай ж/м, Алмаатинская 410",индивид. планировка,54.0,1.0,среднее,,,,,0.0,,полностью меблирована,дерево,,,раздельный,деревянная,,36500,42.9223,74.6326,Бишкек,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,
агент,2,"Бишкек, 12 м-н, Алма-Атинская/Южная магистраль",элитка,68.0,1.0,евроремонт,,,,,,,,,2.8,,,,,75000,42.8127,74.6419,Бишкек,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2022
агент,3,"Бишкек, Джал-29 м-н, Садырбаева 258а",элитка,77.0,1.0,под самоотделку (псо),,,,,,,пустая,,3.0,,,бронированная,паркинг,85000,42.8306,74.5657,Бишкек,8,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,
собственник,5,"Бишкек, Магистраль, Куттубаева/Южная Магистраль",пентхаус,141.0,,под самоотделку (псо),,,,,,,,,3.2,,,,,130000,42.8163,74.6224,Бишкек,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2024
собственник,1,"Бишкек, Средний Джал м-н, мкр. Джал-23 18/2",индивид. планировка,46.0,1.0,евроремонт,,,,проводной,1.0,1.0,полностью меблирована,ламинат,3.0,0.0,совмещенный,бронированная,паркинг,62500,42.8407,74.565,Бишкек,14,14,0,1,0,0,0,0,0,0,1,0,1,0,1,0,монолитный,2022
собственник,1,"Бишкек, Магистраль, пр. Ч.Айтматова - Масалиева",108 серия,48.0,1.0,евроремонт,,,,,1.0,1.0,,,2.8,,совмещенный,бронированная,,59800,42.8236,74.5906,Бишкек,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2023
агент,2,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",элитка,68.0,1.0,евроремонт,,,,,,,,,3.0,,,,,128000,42.8195,74.6155,Бишкек,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022
собственник,2,"Бишкек, Магистраль, Ч. Айтматова/Масалиева",108 серия,75.0,1.0,евроремонт,0.0,0.0,обмен не предлагать,,1.0,1.0,,ламинат,2.8,,2 с/у и более,,,102500,42.8259,74.5903,Бишкек,3,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022
агент,3,"Бишкек, Джал-23 м-н (Нижний Джал), Ахунбаева 198",элитка,103.0,1.0,евроремонт,,,,,,,частично меблирована,,3.2,,раздельный,бронированная,,135000,42.8434,74.5663,Бишкек,6,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,монолитный,2015
агент,2,"Бишкек, Магистраль, Сухэ Батора и Токомбаева",элитка,69.0,1.0,под самоотделку (псо),,,обмен не предлагать,,,,,,,,раздельный,,,63000,42.8178,74.6138,Бишкек,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,монолитный,2023
агент,1,"Бишкек, Магистраль, Сухэ Батора/Южная Магистраль",элитка,36.0,1.0,под самоотделку (псо),,,обмен не предлагать,,,,,,3.0,,совмещенный,,,36200,42.8217,74.6172,Бишкек,6,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2022
агент,4,"Бишкек, Тунгуч м-н, Тунгуч 40",элитка,108.0,1.0,евроремонт,,,,,1.0,1.0,,,2.8,,раздельный,бронированная,,130000,42.8535,74.6879,Бишкек,9,12,0,0,0,0,0,0,0,0,0,1,1,0,0,0,монолитный,2019
агент,2,"Бишкек, 7 м-н",106 серия,52.0,1.0,среднее,,,,,,1.0,,,,,раздельный,,,79500,42.8344,74.6189,Бишкек,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,
агент,2,"Бишкек, Асанбай м-н, Токомбаева/Куттубаева",элитка,56.0,1.0,под самоотделку (псо),,,,,,,,,3.0,,раздельный,бронированная,,70000,42.8176,74.6247,Бишкек,5,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2022
агент,2,"Бишкек, Магистраль, Сухэ Батора/Токомбаева",элитка,85.0,1.0,евроремонт,,,,,,,,,3.0,,,,,115000,42.8213,74.6168,Бишкек,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2022
собственник,1,"Бишкек, КНУ, Уметалиева-Фрунзе 155",элитка,43.0,1.0,евроремонт,,,,,1.0,,,,3.0,,совмещенный,бронированная,,64000,42.883,74.5823,Бишкек,7,10,0,0,0,0,0,0,0,0,1,0,1,0,1,0,монолитный,2022
собственник,2,"Бишкек, Верхний Джал м-н",106 серия,63.2,1.0,хорошее,,1.0,,проводной,1.0,1.0,полностью меблирована,ламинат,,0.0,раздельный,бронированная,рядом охраняемая стоянка,86000,42.8371,74.566,Бишкек,5,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,панельный,2008
агент,4,"Бишкек, Госрегистр, пр. Чингиза Айтматова 4",элитка,112.0,1.0,евроремонт,,,,,,,полностью меблирована,,3.0,,раздельный,бронированная,,182000,42.8626,74.5883,Бишкек,10,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,монолитный,2019
собственник,2,"Бишкек, 7 м-н",106 серия,52.0,1.0,среднее,,,,,,1.0,,,,,раздельный,,,79500,42.8343,74.6188,Бишкек,7,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,панельный,
агент,3,"Бишкек, Московская - Уметалиева, Шевченко 56",элитка,80.0,1.0,под самоотделку (псо),,,,,,1.0,,,3.0,,раздельный,,,80000,42.8718,74.5821,Бишкек,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024
агент,4,"Бишкек, Тунгуч м-н, Тунгуч 40",элитка,108.0,1.0,евроремонт,,,,,1.0,1.0,частично меблирована,,2.8,,раздельный,,,130000,42.8535,74.6879,Бишкек,9,12,0,0,0,0,0,0,0,0,0,1,1,0,0,0,монолитный,2019
агент,4,"Бишкек, Магистраль",индивид. планировка,155.0,,хорошее,,,,,,,,,,,,,,150000,42.8284,74.6071,Бишкек,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,
собственник,1,"Бишкек, Горького - Алма-Атинская, Горького",элитка,38.18,1.0,под самоотделку (псо),1.0,0.0,рассмотрю варианты,оптика,0.0,1.0,,,3.0,0.0,совмещенный,бронированная,паркинг,36000,42.8568,74.6308,Бишкек,2,12,1,1,1,0,0,0,1,0,0,0,0,0,0,0,монолитный,2024
агент,3,"Бишкек, Душанбинка",элитка,107.2,1.0,евроремонт,,,,,,1.0,,,,,раздельный,бронированная,,220000,42.8495,74.5949,Бишкек,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2015
агент,2,"Бишкек, Душанбинка",элитка,59.6,1.0,евроремонт,,,,,,,,,,,,,,115000,42.8497,74.5949,Бишкек,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2015
агент,3,"Бишкек, Восток-5 м-н",105 серия,62.0,1.0,хорошее,0.0,1.0,обмен не предлагать,,1.0,1.0,частично меблирована,линолеум,2.8,,раздельный,бронированная,рядом охраняемая стоянка,85000,42.8702,74.6361,Бишкек,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,1987
агент,1,"Бишкек, Улан-2 м-н",106 серия,45.0,1.0,хорошее,,1.0,обмен не предлагать,проводной,1.0,1.0,частично меблирована,ламинат,,0.0,совмещенный,металлическая,паркинг,51000,42.8452,74.6335,Бишкек,9,9,1,1,0,0,0,0,0,0,1,0,1,0,1,0,панельный,2016
агент,4,"Бишкек, Дворец спорта, Абдумомунова 244",элитка,122.0,1.0,евроремонт,,,,проводной,0.0,1.0,полностью меблирована,ламинат,3.0,,2 с/у и более,бронированная,рядом охраняемая стоянка,185000,42.8799,74.594,Бишкек,11,12,1,1,1,0,0,0,0,0,1,0,1,0,1,0,монолитный,2018
агент,2,"Бишкек, 4 м-н",104 серия,46.0,1.0,хорошее,,,,проводной,1.0,0.0,частично меблирована,ламинат,,0.0,совмещенный,металлическая,рядом охраняемая стоянка,59500,42.8395,74.6268,Бишкек,1,4,1,0,0,1,0,0,0,0,1,0,1,0,0,0,панельный,
агент,3,"Бишкек, Джальская больница",индивид. планировка,123.0,1.0,хорошее,,,,проводной,1.0,0.0,полностью меблирована,ламинат,,0.0,2 с/у и более,металлическая,рядом охраняемая стоянка,160000,42.8432,74.5733,Бишкек,6,8,1,0,0,1,0,0,0,0,1,0,1,0,1,0,монолитный,
агент,2,"Бишкек, Асанбай м-н, Айтиева 17/1",элитка,73.0,1.0,евроремонт,,,,проводной,1.0,1.0,полностью меблирована,ламинат,,1.0,раздельный,бронированная,рядом охраняемая стоянка,102000,42.8213,74.6222,Бишкек,10,10,1,1,1,0,0,0,0,0,1,0,1,0,1,0,монолитный,2015
агент,3,"Бишкек, Молодая Гвардия",105 серия,63.0,1.0,хорошее,,,,проводной,1.0,1.0,частично меблирована,линолеум,,0.0,раздельный,металлическая,паркинг,89000,42.8742,74.5735,Бишкек,2,5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,панельный,
