Тип предложения,Комнаты,Адрес,Серия,Площадь,Отопление,Состояние,Возможность рассрочки,Возможность ипотеки,Возможность обмена,Интернет,Газ,Балкон,Мебель,Пол,Высота потолков,Телефон,Санузел,Входная дверь,Парковка,Ценна доллар,Ценна сом,Lat,Lon,Город,Номер этажа,Общий этаж,Домофон,Видеонаблюдение,Охрана,Решетки на окнах,Кодовый замок,Сигнализация,Видеодомофон,Консьерж,Договор купли-продажи,Договор дарения,Технический паспорт,Акт ввода в эксплуатацию,Красная книга,зеленая книга,Material,Year,"Стоимость, доллар США за 1 кв.м"
собственник,1,"Бишкек, Московская - Уметалиева, Манасчи Сагынбая 221/район улиц Токтогула-Турусбекова (тихий центр)",индивид. планировка,30.0,1,хорошее,0,0,обмен не предлагать,проводной,1,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,паркинг,48500,4294190,42.8721,74.5832,Бишкек,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2022,1616.6666666666667
собственник,2,"Бишкек, Аламедин-1 м-н, в микрорайоне Аламедин-1 59/за рынком Чынар",105 серия,52.0,1,хорошее,0,0,обмен не предлагать,проводной,1,1,полностью меблирована,ламинат,2.9796183723797784,0,раздельный,бронированная,паркинг,56000,4958240,42.8765,74.6889,Бишкек,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2022,1076.923076923077
собственник,2,"Бишкек, Гагарина, Тимура Фрунзе/Гагарина",элитка,64.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,1,1,пустая,ламинат,3.0,0,раздельный,бронированная,паркинг,57700,5108758,42.8516,74.5347,Бишкек,8,10,1,1,1,0,1,0,0,0,1,0,0,0,1,0,монолитный,2023,901.5625
собственник,1,"Бишкек, Нижний Токольдош,  ул. Кийизбаева/Передовая (мкрн. ""Восток-5"")",элитка,47.0,1,под самоотделку (псо),0,0,обмен не предлагать,проводной,1,1,пустая,ламинат,3.0,1,совмещенный,бронированная,рядом охраняемая стоянка,44500,3940030,42.8683,74.6319,Бишкек,10,12,1,1,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2023,946.8085106382979
собственник,1,"Бишкек, Гагарина, Тимура Фрунзе/Гагарина",элитка,43.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,1,1,пустая,ламинат,3.0,0,совмещенный,бронированная,паркинг,38900,3444206,42.8506,74.5324,Бишкек,10,11,1,1,0,0,1,0,0,0,0,0,0,0,1,0,монолитный,2023,904.6511627906976
собственник,1,"Бишкек, Гагарина, Тимура Фрунзе/Гагарина",элитка,40.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,1,1,пустая,ламинат,3.0,0,нет,бронированная,паркинг,40800,3612432,42.8516,74.5347,Бишкек,8,10,1,1,0,0,1,0,0,0,0,0,0,0,1,0,монолитный,2023,1020.0
собственник,2,"Бишкек, Магистраль, Магистраль/Сухэ Батора",элитка,67.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,1,1,пустая,ламинат,3.0,0,совмещенный,бронированная,паркинг,70400,6233216,42.8175,74.6107,Бишкек,16,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1050.7462686567164
собственник,2,"Бишкек, Горького - Алма-Атинская, 7 апреля 1/1/Горького",элитка,66.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,1,1,пустая,ламинат,3.0,0,раздельный,бронированная,паркинг,52500,4648350,42.8585,74.6315,Бишкек,3,10,1,1,1,0,1,0,0,0,0,0,0,0,1,0,монолитный,2024,795.4545454545455
собственник,2,"Бишкек, Московская - Белинка",индивид. планировка,50.0,1,хорошее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,75000,6640500,42.8683,74.5879,Бишкек,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2022,1500.0
собственник,2,"Бишкек, Военторг, Манасчы Сагынбая 168",элитка,67.0,1,не достроено,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.2,0,нет,бронированная,нет,63650,5635571,42.8716,74.5945,Бишкек,2,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,кирпичный,2025,950.0
агент,3,"Бишкек, 8 м-н, 7 микрорайон",106 серия,68.0,1,евроремонт,0,0,обмен не предлагать,проводной,1,1,пустая,ламинат,3.0,1,раздельный,бронированная,паркинг,82500,7304550,42.8298,74.6119,Бишкек,8,9,1,1,0,1,1,0,1,0,1,0,1,0,0,0,панельный,2022,1213.235294117647
собственник,2,"Бишкек, 5 м-н 8",104 серия,48.0,1,евроремонт,0,0,обмен не предлагать,оптика,1,1,частично меблирована,паркет,2.9796183723797784,0,нет,бронированная,паркинг,69500,6153530,42.8345,74.6231,Бишкек,2,4,1,0,0,0,1,0,0,0,1,0,1,0,0,0,панельный,2022,1447.9166666666667
агент,2,"Бишкек, Мед. академия",индивид. планировка,48.0,1,хорошее,0,1,обмен не предлагать,проводной,1,1,полностью меблирована,ламинат,2.9796183723797784,0,раздельный,бронированная,паркинг,66000,5843640,42.8399,74.6033,Бишкек,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2022,1375.0
агент,3,"Бишкек, Магистраль, Байтик Баатыра/Токомбаева",элитка,100.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,1,1,пустая,ламинат,3.0,0,2 с/у и более,бронированная,рядом охраняемая стоянка,113000,10005020,42.819,74.6048,Бишкек,2,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024,1130.0
агент,1,"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",элитка,41.45,1,евроремонт,0,0,обмен не предлагать,нет,1,1,пустая,ламинат,3.0,0,совмещенный,бронированная,паркинг,55500,4913970,42.8451,74.5654,Бишкек,11,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023,1338.9626055488538
агент,4,"Бишкек, Арча-Бешик ж/м, Актан 64 (пересек) Куюкова",индивид. планировка,84.0,1,евроремонт,0,0,обмен не предлагать,оптика,1,1,частично меблирована,ламинат,3.0,0,совмещенный,бронированная,нет,89880,7957975,42.8364,74.546,Бишкек,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2023,1070.0
агент,1,"Бишкек, Керемет ж/м",элитка,39.0,1,не достроено,1,0,обмен не предлагать,оптика,1,1,пустая,ламинат,2.9796183723797784,0,совмещенный,бронированная,паркинг,26520,2348081,42.8845,74.5382,Бишкек,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2024,680.0
агент,3,"Бишкек, Шлагбаум",хрущевка,66.0,1,хорошее,0,1,обмен не предлагать,оптика,1,1,частично меблирована,ламинат,2.9796183723797784,0,совмещенный,бронированная,нет,59500,5268130,42.8734,74.5579,Бишкек,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,кирпичный,2022,901.5151515151515
агент,2,"Бишкек, Восток-5 м-н, 7 апреля/Мамбетова",106 серия,52.0,1,хорошее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,69000,6109260,42.8703,74.6344,Бишкек,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2022,1326.923076923077
собственник,1,"Бишкек, Ден Сяопина - Фучика, ул. Фучика, 38/2 / ул. Рыскулова",элитка,35.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.8,1,совмещенный,металлическая,паркинг,43500,3851490,42.8813,74.5612,Бишкек,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1242.857142857143
агент,2,"Бишкек, Кок-Жар ж/м, ж/м Кок-Жар, ул. Куйручук 20/7",элитка,71.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,86000,7614440,42.8439,74.6435,Бишкек,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2021,1211.2676056338028
агент,3,"Бишкек, Московская - Белинка",элитка,146.0,0,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,255000,22577700,42.8675,74.5897,Бишкек,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2012,1746.5753424657535
собственник,1,"Бишкек, АЮ Grand, ул.Анкар  1/19",элитка,43.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,паркинг,49500,4382730,42.8565,74.672,Бишкек,13,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,кирпичный,2022,1151.1627906976744
агент,1,"Бишкек, Асанбай м-н",элитка,46.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,63000,5578020,42.8177,74.6251,Бишкек,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2022,1369.5652173913043
собственник,3,"Бишкек, Филармония, Абдумомунова 288/Манаса",элитка,106.0,1,хорошее,0,0,обмен не предлагать,нет,1,0,частично меблирована,ламинат,2.9796183723797784,0,нет,бронированная,паркинг,163000,14432020,42.88,74.5898,Бишкек,6,10,1,1,1,1,1,0,0,0,1,0,1,0,1,0,кирпичный,2014,1537.7358490566037
агент,3,"Бишкек, Эне-Сай ж/м, Алмаатинская 410",индивид. планировка,54.0,1,среднее,0,0,обмен не предлагать,нет,0,0,полностью меблирована,дерево,2.9796183723797784,0,раздельный,деревянная,нет,36500,3231710,42.9223,74.6326,Бишкек,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2022,675.925925925926
агент,2,"Бишкек, 12 м-н, Алма-Атинская/Южная магистраль",элитка,68.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.8,0,нет,бронированная,нет,75000,6640500,42.8127,74.6419,Бишкек,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2022,1102.9411764705883
агент,3,"Бишкек, Джал-29 м-н, Садырбаева 258а",элитка,77.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,паркинг,85000,7525900,42.8306,74.5657,Бишкек,8,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1103.8961038961038
